19971,19972,19973,19974,19981,19982,19983,19984,19991,19992,19993,19994,20001,20002,20003,20004,20011,20012,20013,20014,20021,20022,20023,20024,20031,20032,20033,20034,20041,20042,20043,20044,20051,20052,20053,20054,20061,20062,20063,20064,20071,20072,20073,20074,20081,20082,20083,20084,20091,20092,20093,20094,20101,20102,20103,20104,20111,20112,20113,20114,20121,20122,20123,20124,20131,20132,20133,20134,20141,20142,20143,20144,20151,,,,,,20144,,20151,,,FundName,LPName,Last Date reported,3/31/2015,3/31/2015,,,,,,,,,,,,,,,,,
,,,,,,, '6336', '6336', '16122', '103098', '103098', '14860', '15820', '25772', '27226', '27226', '16249', '16122', '14828', '26397', '25680', '26928', '5423', '28086', '16571', '13603', '15359', '15359', '16009', '16009', '26837', '26837', '26837', '28210', '28210', '28210', '16281', '15548', '15548', '15548', '27416', '27767', '28037', '28039', '5415', '16251', '21665', '21665', '16499', '16499', '16499', '21669', '15859', '25744', '25744', '103389', '13603', '13603', '13603', '16571', '16571', '27837', '16773', '16679', '16677', '16677', '16677', '26837', '26837', '26837', '33921', '48596',,,,,,7168,1,8361,,,Aurora Equity Partners II,Los Angeles County Employees' Retirement Association,12/31/2013,5.055555556,,,,,,,,,,,,,,,,,15011,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011"
,,,,,,, '28112', '28112', '21710', '16107', '16107', '103098', '26397', '15820', '15820', '15820', '103114', '16249', '15880', '14828', '23572', '15349', '26928', '21665', '13603', '14991', '16571', '16571', '21670', '21670', '16009', '16009', '16009', '15799', '15799', '15799', '16282', '16281', '16281', '16281', '8493', '27416', '28039', '17310', '28037', '25880', '16251', '16251', '21665', '21665', '21665', '16499', '21669', '15859', '15859', '25744', '27409', '27409', '27409', '13603', '13603', '16571', '27837', '16773', '16679', '16679', '16679', '16677', '16677', '16677', '26837', '107756',,,,,,7348,1,8490,,,Behrman Capital II,Los Angeles County Employees' Retirement Association,6/30/2014,3.044444444,,,,,,,,,,,,,,,,,15036,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036"
,,,,,,,,, '16249', '16122', '16122', '16107', '27327', '26397', '26397', '26397', '27399', '103114', '16122', '15880', '17413', '25680', '15349', '26413', '103201', '28025', '13603', '13603', '16266', '16266', '21670', '21670', '21670', '26837', '26837', '26837', '8498', '16282', '16282', '16282', '12177', '8493', '17310', '26397', '28039', '15104', '25880', '25880', '16251', '16251', '16251', '21665', '16499', '21669', '21669', '15859', '103389', '103389', '103389', '27409', '27409', '13603', '16571', '27837', '16773', '16773', '16773', '16679', '16679', '16679', '16677', '27407',,,,,,7349,1,8493,,,Apollo Investment Fund IV,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15084,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084"
,,,,,,,,, '15017', '21710', '21710', '16122', '6460', '27327', '27327', '27327', '26307', '27399', '16249', '16122', '26600', '23572', '25680', '5423', '28025', '14998', '14991', '14991', '21516', '21516', '16266', '16266', '16266', '16009', '16009', '16009', '28210', '8498', '8498', '8498', '15548', '6326', '26397', '11761', '17310', '16703', '15104', '15104', '25880', '25880', '25880', '16251', '21665', '16499', '16499', '21669', '25744', '25744', '25744', '107756', '48596', '27409', '13603', '16571', '27837', '27883', '27883', '16773', '16773', '16773', '16679', '25709',,,,,,7443,1,8498,,,Vestar Capital Partners III,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15172,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172"
,,,,,,,,, '6630', '6461', '6461', '21710', '27325', '6460', '6460', '15548', '16159', '26307', '103114', '16249', '15820', '17413', '23572', '26928', '14998', '27939', '28025', '28025', '27074', '27074', '21516', '21516', '21516', '21670', '21670', '21670', '15799', '28210', '28210', '28210', '16281', '15548', '11761', '15492', '26397', '16894', '16703', '16703', '15104', '15104', '15104', '25880', '16251', '21665', '21665', '16499', '15859', '15859', '15859', '103389', '107756', '48596', '27409', '13603', '16571', '27837', '27837', '27883', '27883', '27883', '16773', '25744',,,,,,7551,1,8502,,,Excellere Capital Fund,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15270,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270"
,,,,,,,,, '27947', '16249', '16249', '6461', '16281', '27325', '27325', '27325', '28328', '16159', '16033', '103114', '26397', '26600', '17413', '15349', '27939', '21665', '14998', '14998', '15359', '15359', '27074', '27074', '52586', '16266', '16266', '16266', '26837', '15799', '15799', '15933', '16282', '16281', '15492', '103290', '11761', '5415', '16894', '16894', '16706', '16706', '16706', '15104', '25880', '16251', '16251', '21665', '21669', '21669', '21669', '25744', '103389', '107756', '48596', '27409', '13603', '16571', '16571', '27837', '27837', '27837', '27883', '21669',,,,,,7560,1,8547,,,Lindsay Goldberg & Bessemer,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15277,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277"
,,,,,,,,, '26770', '15017', '15017', '16249', '27329', '16281', '16281', '16281', '103144', '28328', '16009', '16033', '14828', '15820', '26600', '25680', '21665', '26413', '27939', '27939', '16571', '16571', '15359', '15359', '15503', '21516', '21516', '21516', '23071', '26837', '26837', '26837', '8498', '16282', '17429', '17429', '15492', '28037', '5415', '5415', '16703', '16703', '16703', '16706', '15104', '25880', '25880', '16251', '16499', '16499', '16499', '15859', '25744', '103389', '107756', '48596', '27409', '13603', '13603', '16571', '16571', '110253', '27837', '16499',,,,,,7801,0,8552,,,Berkshire Fund VI,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15349,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349"
,,,,,,,,, '16009', '6630', '6630', '15017', '26037', '27329', '27329', '27329', '16336', '103144', '27399', '16009', '15880', '26397', '15820', '23572', '26413', '5499', '21665', '21665', '13603', '13603', '16571', '16571', '15294', '52586', '52586', '52586', '16009', '23071', '23071', '23071', '28210', '8498', '27711', '27711', '103290', '28039', '28037', '28037', '16894', '16894', '16894', '5504', '16706', '15104', '15104', '25880', '21665', '21665', '21665', '21669', '15859', '25744', '103389', '107756', '48596', '27409', '27409', '13603', '13603', '16571', '110253', '35611',,,,,,7812,1,8554,,,Providence Equity Partners III,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15492,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492"
,,,,,,,,, '28302', '27947', '27947', '6630', '16533', '26037', '26037', '26037', '11946', '16336', '26307', '27399', '16122', '14828', '26397', '17413', '5423', '26928', '26413', '26413', '16336', '16336', '13603', '13603', '27074', '15503', '15503', '15503', '21670', '16009', '16009', '16009', '15933', '28210', '22906', '22906', '17429', '17310', '28039', '28039', '5415', '5415', '5415', '16703', '5504', '16706', '16706', '15104', '16251', '16251', '16251', '16499', '21669', '15859', '25744', '27407', '107756', '48596', '48596', '27409', '27409', '13603', '16571', '18178',,,,,,7821,1,8583,,,Providence Growth Investors,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15497,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497"
,,,,,,,,, '27399', '26770', '26770', '27947', '16108', '16533', '6336', '6460', '15084', '11946', '16159', '26307', '103111', '15880', '14828', '26600', '26928', '15349', '5499', '5499', '14991', '14991', '16336', '16336', '15359', '15294', '15294', '15294', '16266', '21670', '21670', '15799', '26837', '15933', '25973', '26578', '27711', '26397', '17311', '17311', '28037', '28037', '28037', '16894', '16703', '5504', '5504', '16706', '25880', '25880', '25880', '21665', '16499', '21669', '15859', '25744', '27407', '107756', '107756', '48596', '48596', '27409', '13603', '16251',,,,,,7952,1,8590,,,RLH Investors II,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15503,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503"
,,,,,,,,, '11164', '16009', '16009', '26770', '14860', '16108', '28077', '28077', '103101', '15084', '28328', '16159', '16249', '16122', '15880', '15820', '15349', '25680', '26928', '26928', '28025', '28025', '14991', '14991', '16571', '27074', '27074', '27074', '6444', '16266', '16266', '21670', '16677', '26837', '5577', '28243', '22906', '11761', '17310', '17310', '28039', '28039', '28039', '5415', '16894', '16703', '16703', '5504', '15104', '15104', '15104', '16251', '21665', '16499', '21669', '15859', '25709', '27407', '27407', '107756', '107756', '48596', '27409', '25880',,,,,,7953,1,8595,,,Kohlberg Investors IV,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15548,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548"
,,,,,,,,, '6461', '28302', '28302', '16009', '103098', '14860', '16533', '16533', '16437', '103101', '103144', '28328', '103114', '103111', '16122', '26397', '25680', '23572', '15349', '15349', '14998', '14995', '28025', '28025', '13603', '15359', '15359', '15359', '21516', '6444', '6444', '16266', '23071', '16677', '16033', '25973', '26578', '15492', '26397', '26397', '17311', '17311', '17311', '28037', '5415', '16894', '16894', '16703', '16706', '16706', '16706', '25880', '16251', '21665', '16499', '21669', '25744', '25709', '25709', '27407', '27407', '107756', '48596', '15104',,,,,,8031,1,8666,,,TPG Partners III,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15729,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729"
,,,,,,,,, '14998', '27399', '27399', '28302', '16107', '103098', '16108', '16108', '27648', '16437', '34991', '103144', '16033', '16249', '103111', '14828', '23572', '17413', '25680', '25680', '14828', '14998', '14995', '14995', '16336', '16571', '16571', '16571', '52586', '21516', '21516', '6444', '16009', '23071', '27651', '5577', '28243', '103290', '11761', '11761', '17310', '17310', '17310', '28039', '28037', '5415', '5415', '16894', '5504', '5504', '5504', '15104', '25880', '16251', '21665', '16499', '15859', '25744', '25744', '25709', '25709', '27407', '107756', '16706',,,,,,8113,1,8837,,,Berkshire Fund IV,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,15820,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820"
,,,,,,,,, '28086', '11164', '11164', '27399', '16122', '16107', '14860', '15492', '26332', '27648', '16336', '34991', '16009', '103114', '16249', '16894', '17413', '5415', '23572', '23572', '15859', '27784', '14998', '14998', '14991', '13603', '13603', '13603', '15503', '27837', '27837', '21516', '15799', '16009', '27657', '16033', '25973', '17429', '15492', '15492', '26397', '26397', '26397', '17311', '28039', '28037', '28037', '5415', '16703', '16703', '16703', '16706', '15104', '25880', '16251', '18178', '21669', '15859', '15859', '25744', '25744', '25709', '27407', '16703',,,,,,8184,1,8971,,,Blackstone Capital Partners III,Los Angeles County Employees' Retirement Association,12/31/2013,5.055555556,,,,,,,,,,,,,,,,,15859,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859"
,,,,,,,,, '6336', '26307', '26307', '11164', '21710', '16122', '15880', '14860', '25982', '26332', '11946', '16336', '27399', '16033', '103114', '15880', '26600', '26600', '17413', '17413', '22564', '14828', '27784', '27784', '28025', '16336', '16336', '16336', '15294', '52586', '52586', '27837', '21670', '15799', '28086', '27651', '5577', '27711', '103290', '103290', '11761', '11761', '11761', '17310', '17311', '28039', '28039', '28037', '16894', '16894', '16894', '5504', '16706', '15104', '25880', '21665', '16499', '21669', '21669', '15859', '15859', '25744', '25709', '16894',,,,,,8361,1,8975,,,Levine Leichtman Capital Partners II,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,16009,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009"
,,,,,,,,, '28112', '14998', '14998', '26307', '6461', '21710', '16009', '15880', '27321', '25982', '15084', '11946', '26307', '16009', '16033', '16122', '13616', '13616', '5415', '5415', '26770', '15859', '28228', '28228', '14995', '14991', '14991', '14991', '27074', '15503', '15503', '52586', '16266', '21670', '4958', '27657', '16033', '103298', '17429', '17429', '15492', '15492', '15492', '26397', '17310', '17311', '17311', '28039', '5415', '5415', '5415', '16703', '5504', '16706', '15104', '16251', '18178', '16499', '16499', '21669', '21669', '15859', '25744', '5415',,,,,,8490,1,9533,,,Quad-C Partners VII,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,16033,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009,16033"
,,,,,,,,, '22066', '28086', '28086', '14998', '103138', '6461', '16107', '16009', '27327', '27321', '103101', '15084', '16159', '27399', '16009', '103111', '15820', '15820', '26600', '26600', '21665', '22564', '14828', '14828', '14998', '28025', '28025', '28025', '15359', '15294', '15294', '15503', '6444', '16266', '28328', '28086', '27651', '22906', '27711', '27711', '35190', '35190', '35190', '11761', '18086', '17310', '17310', '17311', '28037', '28037', '28037', '16894', '16703', '5504', '16706', '25880', '21665', '35611', '35611', '16499', '16499', '21669', '15859', '28037',,,,,,8493,1,9539,,,Questor Partners Fund II,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,16059,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009,16033,16059"
,,,,,,,,,, '6336', '6336', '28086', '16249', '103138', '16122', '16107', '27325', '27327', '16437', '103101', '28328', '26307', '27399', '16249', '26397', '26397', '13616', '13616', '26413', '26770', '15859', '15859', '27784', '14995', '14995', '8666', '16571', '27074', '27074', '15294', '21516', '6444', '113022', '4958', '27657', '26578', '103298', '103298', '103290', '103290', '103290', '17030', '11761', '18086', '18086', '17310', '28039', '28039', '28039', '5415', '16894', '16703', '5504', '15104', '16251', '18178', '18178', '35611', '35611', '16499', '21669', '17311',,,,,,8498,1,9540,,,Juggernaut Capital Partners II,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,16107,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009,16033,16059,16107"
,,,,,,,,,, '28112', '28112', '6336', '103114', '16249', '21710', '16122', '27329', '27325', '27648', '16437', '103144', '16159', '26307', '103114', '11761', '11761', '15820', '26016', '5499', '21665', '22564', '22564', '15394', '14998', '14998', '14995', '13603', '15359', '15359', '27074', '27837', '14991', '103194', '28328', '28086', '28243', '22906', '22906', '17429', '17429', '17429', '8666', '17030', '11761', '11761', '18086', '17311', '17311', '17311', '28037', '5415', '16894', '16703', '16706', '25880', '21665', '21665', '18178', '18178', '35611', '16499', '17310',,,,,,8502,1,9541,,,Quad-C Partners V,Los Angeles County Employees' Retirement Association,12/31/2014,1,,,,,,,,,,,,,,,,,16108,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009,16033,16059,16107,16108"
,,,,,,,,,, '22066', '22066', '28112', '15017', '103114', '6461', '21710', '26037', '27329', '26332', '27648', '34991', '28328', '16159', '16009', '27784', '27784', '26397', '15820', '26928', '26413', '26770', '26770', '28228', '27784', '27784', '14998', '16336', '16571', '16571', '15359', '9823', '27837', '11946', '113022', '4958', '25973', '26578', '14984', '27711', '27711', '27711', '35190', '8666', '17030', '23007', '11761', '17310', '17310', '17310', '28039', '28037', '5415', '16894', '5504', '15104', '16251', '16251', '21665', '21665', '18178', '35611', '18086',,,,,,8547,1,9823,,,Cornerstone Equity Partners IV,Los Angeles County Employees' Retirement Association,12/31/2009,21.28888889,,,,,,,,,,,,,,,,,16122,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009,16033,16059,16107,16108,16122"
,,,,,,,,,,,, '28077', '6630', '15017', '103138', '6336', '16533', '26037', '25982', '26332', '25709', '103144', '28328', '27399', '14828', '14828', '11761', '26397', '27843', '5499', '21665', '21665', '14828', '15394', '15394', '23687', '14991', '13603', '13603', '16571', '52586', '14958', '46943', '103147', '28328', '5577', '28243', '28243', '103298', '103298', '103298', '103290', '35190', '8666', '17030', '23007', '18086', '18086', '18086', '17311', '28039', '28037', '5415', '16703', '16706', '25880', '25880', '16251', '16251', '21665', '18178', '11761',,,,,,8552,1,9829,,,Ripplewood Partners,Los Angeles County Employees' Retirement Association,3/31/2010,20.28888889,,,,,,,,,,,,,,,,,16159,"5499,5566,5570,6054,6326,6336,6442,6444,6460,6461,6472,6630,6631,7801,8952,9094,9216,9263,9531,9545,9627,10801,11164,11624,11998,14810,14860,14982,14984,14998,15011,15036,15084,15172,15270,15277,15349,15492,15497,15503,15548,15729,15820,15859,16009,16033,16059,16107,16108,16122,16159"
